RPM_Reduction_Percent,Actual_RPM,Current_A,Ambient_Temperature_C,Ambient_Humidity_Percent,Motor_Temperature_C,Vibration_g,Health_Score,Fault_Type,Maintenance_Needed
11.81087097,992.06,0.219991001,19.13620813,59.1,52.18487951,0.285189456,88.44,Normal,No
4.057557543,947.19,0.207437366,32.43410379,52.95,45.524897,0.105192827,89.07,Normal,No
27.85383591,750.69,0.053446447,30.37385589,59.34,53.71158185,0.137490064,97.16,Normal,No
0,984.4,0.151649516,20.54599962,64.63,48.91568719,0.340740784,100,Normal,No
0,978.72,0.154429756,20.09671931,53.16,36.36834902,0.263141005,88.17,Normal,No
1.838967013,974.76,0.073319014,21.42435335,64.6,51.66090089,0.324545904,86.02,Normal,No
5.897581759,930.41,0.243756332,25.62223761,54.49,32.05965506,0.076828472,89.05,Normal,No
7.280487045,911.17,0.203209972,17.76462961,53.16,50.46005216,0.167439128,95.21,Normal,No
54.13143666,454.14,0.186319057,23.02235846,59.54,48.74973441,0.594277893,83.45,Normal,No
4.487073087,965.71,0.220488063,26.47562818,52.16,46.94268015,0.153911785,88.4,Normal,No
1.459532195,979.43,0.175710465,22.23157402,62.34,31.84639326,0.116054175,96.58,Normal,No
13.07397533,818.75,0.173212712,26.71962513,61.66,50.05606134,0.178136403,84.38,Normal,No
55.54473917,463.96,0.522987996,38.02167163,56.14,45.21189213,0.500343183,78.96,Overload,Yes
4.512512979,876.86,0.180218986,28.92539174,55.42,49.89794829,0.115298991,96.92,Normal,No
23.60857017,681.9,0.438385864,22.63597939,49.91,66.18201428,0.176561421,74.13,Normal,No
17.43672198,855.17,0.190888865,29.10477745,53.45,43.8626233,0.132410364,76.46,Normal,No
5.558081089,964.69,0.16813015,22.62626345,54.18,39.27238137,0.093820015,100,Normal,No
6.91041854,928.57,0.265194569,30.51448931,58.57,33.45867837,0.090350918,89.57,Normal,No
3.598205981,908.15,0.094418808,26.93994997,62.68,48.48318647,0.150440815,98.4,Normal,No
25.47835624,716.92,0.351311108,34.75909678,51.24,47.23257121,0.206584315,84.68,Normal,No
35.83901301,631.11,0.393372952,35.32098568,48.8,50.56372065,0.140432876,68.57,Overload,Yes
70.62642413,229.85,0.971519821,41.67364516,44.57,83.06172811,0.86802289,41.74,Critical_Fault,Yes
8.743885368,882.98,0.205329947,29.76840744,52.32,42.7142533,0.138473569,89.3,Normal,No
27.59932135,750.11,0.224252858,25.20399327,62.41,35.28745005,0.101948777,83.58,Normal,No
39.32922146,663.84,0.345412921,33.18342575,72.32,52.1376186,0.546977675,74.86,Overload,Yes
0,991.27,0.18193422,25.25962359,62.59,35.81007663,0.058938778,98.83,Normal,No
8.965953417,940.63,0.055469564,27.28175105,51.67,44.2438779,0.125045118,100,Normal,No
1.833759718,905.06,0.282963306,25.2493687,61.26,33.43358602,0.34240646,93.97,Normal,No
19.56780496,830.65,0.21576249,33.65325646,55.81,34.87444126,0,100,Normal,No
75.15420634,216.34,0.934405289,41.12228861,47.25,82.69367863,1.2,39.09,Critical_Fault,Yes
58.55938247,426.72,0.282164364,30.57624468,65.35,48.9929387,0.709466508,75.33,Normal,No
37.27899033,617.27,0.411630115,26.93973525,52.04,62.48761555,0.188417004,73.89,Overload,Yes
22.94165604,823.44,0.226458589,31.81531418,54.68,34.1963692,0.189934946,82.4,Normal,No
3.032257407,934.74,0.126691997,28.8312357,64.03,33.20169336,0.135352662,89.87,Normal,No
4.06042519,984.55,0.082724991,23.29622943,58.93,33.33773952,0.388265241,77.11,Normal,No
11.42197015,874.62,0.108095708,28.43404887,59.93,46.80564095,0.270895468,94.93,Normal,No
21.97677809,773.91,0.256909879,29.31535775,50.83,29.90748607,0.175370304,80.15,Normal,No
30.43458443,688.32,0.377854711,35.06511805,67.39,63.33370377,0.22811555,86.42,Normal,No
25.68730758,709.26,0.30445338,23.09124737,53.55,53.15028804,0.338306211,79.87,Normal,No
18.31360414,816.27,0.245771618,23.76957118,57.39,36.19999484,0.29410361,78.11,Normal,No
65.49940711,342.46,0.616819479,46.79465281,75.12,90.65730934,1.041921903,43.18,Critical_Fault,Yes
39.93496099,610.27,0.386574342,31.6402013,61.43,63.8538813,0.179263712,76.82,Overload,Yes
0.608020583,997.3,0.291743326,29.60711539,51.57,42.23920185,0.163357656,80.91,Normal,No
42.9019782,602.91,0.355749881,22.37287402,59.87,62.60186476,0.189051647,78.95,Normal,No
17.00403446,866.93,0.094723595,20.75940364,58.52,37.21282374,0.401101938,79.51,Normal,No
20.38750671,754.11,0.133850365,32.64170159,56.47,38.72769925,0.070656469,86.33,Normal,No
20.77509,827,0.163632597,23.81652595,59.21,37.73642885,0.289209853,88.96,Normal,No
48.19465429,470.58,0.410082369,26.73512426,55.52,51.34643226,0.573791254,73.33,Overload,Yes
7.581423553,947.74,0.073274137,27.50780677,57.23,52.92627327,0.094236827,97.21,Normal,No
22.68895514,797.9,0.235685149,25.30888547,56.89,38.15424833,0.315371244,77.92,Normal,No
15.69473243,766.56,0.250253592,28.05951357,50.49,40.66512525,0.166572029,86.98,Normal,No
16.78191699,835.9,0.288588279,25.1394467,60.72,32.43300705,0.179504719,95.38,Normal,No
42.63601555,554.88,0.453235084,30.27101101,47.3,48.35254759,0.599745548,69.81,Overload,Yes
34.46493897,624.95,0.412358425,31.61123683,54.34,50.32711941,0.154259658,81.32,Normal,No
15.73340932,896.71,0.231387944,28.50334131,51.05,39.81354002,0.111451434,90.89,Normal,No
18.06528344,793.17,0.043088263,27.18563299,52.52,51.56376629,0.214843855,96.54,Normal,No
9.334492284,874.39,0.208333388,32.3472947,53.31,51.89292498,0.284005505,85.02,Mechanical_Vibration,Yes
16.19277976,841.15,0.214310616,24.54878247,61.29,39.51630191,0.247516666,80.13,Normal,No
21.03235899,817.13,0.263348997,20.52835695,62.49,42.41255018,0.296217024,79.46,Normal,No
8.913405656,905.24,0.263791705,24.48600069,62.66,42.2856898,0.195945972,91.02,Overheating,Yes
18.99548218,856.74,0.116868851,19.31235349,54.08,30.47971278,0.345087973,79.37,Normal,No
33.05390265,690.73,0.415961498,29.48416227,61.78,59.05464972,0.390483677,72.22,Normal,No
28.03715472,632.51,0.29655747,37.50873842,45.64,59.60141568,0.293285241,80.21,Normal,No
0.892132146,969.9,0.242776087,24.07869849,59.34,33.8376503,0.205835737,89.04,Normal,No
8.182631603,895.7,0.068446673,22.86471755,56.27,50.8689144,0.260925969,92.66,Normal,No
32.81744381,691.03,0.308596585,22.10560541,61.54,57.90438872,0.154751495,84.55,Normal,No
0,994.07,0.268327227,31.07672435,52.03,34.49754538,0.449498181,93.31,Normal,No
46.98603883,632.15,0.212260687,20.30091055,62.22,55.34062179,0.356700432,66.43,Normal,Yes
27.29410438,748.3,0.443729789,27.41398003,46.01,54.38272634,0.181712266,80.51,Normal,No
14.19550722,863.95,0.114201844,28.6025878,54.07,54.44830835,0.199123837,89.37,Normal,No
5.986270866,987.36,0.156429514,29.27742631,62.08,37.61116464,0.013944007,93.05,Normal,No
48.33461621,610.44,0.283924119,29.00124231,53.44,61.06875958,0.159136305,77.49,Normal,No
22.29298658,811.88,0.062444606,26.00429244,56.63,41.1449306,0.275691246,90.07,Normal,No
7.825252386,959.66,0.184340241,27.11551909,61.4,33.34990697,0.017553204,94.29,Normal,No
24.9627601,755.57,0.461681557,42.34980174,36.98,66.09738726,0.188101776,72.2,Normal,No
4.273896987,951.64,0.185183072,21.94433453,63.29,52.91064368,0.06424094,91.87,Normal,No
8.376818224,897.17,0.125580395,26.68600112,62.39,46.56138252,0.342217978,100,Normal,No
24.03555203,726.55,0.456982167,25.74518678,61.78,52.03161655,0.226538836,78.28,Normal,No
1.161943601,960.95,0.293737196,29.577329,61.91,48.07697744,0.19767056,96.83,Normal,No
1.837776143,927.64,0.179051352,25.803463,56.17,37.19293605,0.18326062,94.44,Normal,No
43.7165142,559.77,0.42070432,43.48917485,59.12,79.95868049,0.414212766,63.58,Overheating,Yes
0,995.95,0.242963386,22.82391097,63.35,51.47501602,0.227567321,88.88,Normal,No
87.5536661,132.12,0.707722774,48.02894439,35.14,85.84509241,1.177283236,41.49,Overload,Yes
43.73467757,561.25,0.431377772,41.97330013,55.8,76.30341027,0.273826414,74.49,Overload,Yes
11.31774119,892.73,0.121930283,29.70057766,53.39,45.12806714,0.078956054,100,Normal,No
16.59147372,813.23,0.081809706,20.87727822,51.96,44.32837142,0.28345979,89.37,Normal,No
30.65744148,816.46,0.135735305,25.64706785,63.93,36.08859066,0.17665306,79.68,Normal,No
7.480463601,979.6,0.129939949,18.89564748,59.47,40.23015794,0.20500703,82.63,Normal,No
2.42183,926.02,0.259534308,33.32111306,50.76,51.64393143,0.27904473,86.55,Normal,No
33.43147235,674.96,0.338778125,25.60863597,60.02,53.37932106,0.443021421,70.16,Normal,No
1.147975428,964.18,0.293595474,21.50080957,57.88,50.07061749,0.311516317,92.17,Normal,No
12.85208109,830.91,0.196979573,30.12116569,54.44,32.82136762,0.186524244,94.6,Normal,No
41.10971172,535.27,0.398169619,30.34422759,45.49,60.73566395,0.514983068,70.83,Overload,Yes
15.63886676,860.86,0.14150026,20.45255465,51.42,50.37155625,0.328725299,90.73,Normal,No
21.41447906,758.63,0.356694088,33.72715866,68.39,40.18312362,0.445327208,82.77,Normal,No
12.7813041,910.85,0.089751051,19.27607336,58.1,49.66825987,0.340912602,99.55,Normal,No
16.83512886,871.38,0.045808345,29.18806728,55.7,47.10970327,0.269490559,92.94,Normal,No
31.91565754,735.76,0.329018221,24.97865831,49.42,67.98116565,0.189079442,83.3,Normal,No
34.69045294,618.96,0.385283128,31.57508884,65.31,49.07130226,0.200641455,70.88,Normal,No
38.80146244,631,0.505227349,39.38238352,39.66,73.30507148,0.188574055,65.37,Overload,Yes
37.92981687,645.99,0.38222602,35.38708051,66.82,54.94718849,0.354572635,78.67,Overload,Yes
25.5732873,725.34,0.163511814,24.44326301,58.29,59.07032232,0.718398024,68.14,Normal,Yes
0.05291217,968.61,0.301252679,20.32053931,57.18,43.02079296,0.211180072,87.74,Normal,No
7.868082663,985.74,0.132285125,27.12377168,58.17,36.68812209,0.170188518,100,Normal,No
22.5699835,783.37,0.352512715,33.44396335,52.57,48.28232131,0.626225695,74.61,Normal,No
54.943871,476.03,0.33669289,33.30687248,55.94,59.20109546,0.577647938,61.02,Overload,Yes
81.27169595,154.39,0.79604756,41.69760422,75.57,81.7225685,0.760807067,51.77,Critical_Fault,Yes
14.28286213,808.37,0.240757575,23.01661067,60.13,39.91284454,0.276709793,100,Normal,No
8.032200902,896.93,0.244393004,22.92123256,51.81,43.73722822,0.261292908,84.53,Normal,No
21.98391445,775.19,0.323943763,29.01920127,49.86,59.52078039,0.666067445,83.92,Normal,No
4.613119973,911.32,0.185383204,23.74705061,63.25,40.19327408,0.121059554,87.94,Normal,No
27.64062077,723.19,0.49792473,33.94681447,63.48,78.36997794,0.417563235,71.3,Overload,Yes
19.30597925,739.43,0.265605964,31.43670709,62.45,51.52240787,0.507241509,81.13,Normal,No
5.30981031,902.06,0.131616171,30.59693573,53.13,34.65729434,0.15142045,90.03,Normal,No
57.56364499,451.23,0.348563805,28.94573969,69.09,57.3318389,0.467803298,74.27,Overload,Yes
58.73516208,436.79,0.326134489,24.84472309,49.3,43.94903936,0.458109709,62.32,Overload,Yes
0.452492938,979.85,0.23716717,29.64971534,58.8,52.10390881,0.09060569,93.32,Mechanical_Vibration,Yes
31.12894276,647.96,0.539018749,43.51371243,44.7,78.44236102,0.152799467,79.99,Overheating,Yes
20.16038579,757.26,0.094157311,28.89457808,50.6,42.48624928,0.186616146,94.11,Normal,No
55.94692702,425.63,0.386409418,28.54138576,69.29,69.25928438,0.431813537,70.14,Overload,Yes
4.728073967,978.47,0.240498036,23.88317047,51.98,40.78539571,0.26927247,100,Normal,No
15.89298277,878.17,0.518685498,40.9813047,48.41,69.13543385,0.371748454,75.85,Normal,No
18.52387306,794.88,0.224971387,27.87848339,55.3,46.8482477,0.212287315,77.61,Normal,No
11.1760303,842.14,0.241728615,27.33141348,56.21,51.69646506,0.227622543,88.32,Overload,Yes
19.89137455,811.8,0.509608869,40.45303012,41.47,63.50214999,0.339613134,76.83,Normal,No
9.795860117,869.15,0.122433165,30.45623463,51.2,41.33588619,0.108099494,80.29,Normal,No
2.986989445,949.43,0.168348446,19.80007918,55.97,46.25503,0.216974302,85.26,Normal,No
94.67110436,106.3,0.624260737,44.57630881,33.1,86.59260029,0.981984508,35.54,Critical_Fault,Yes
94.03846171,92.69,0.776976575,51.98986396,32.43,84.2161022,0.631812476,40.69,Critical_Fault,Yes
14.16189725,864.68,0.249330305,19.55152643,64.19,52.05168895,0.155573545,85.25,Normal,No
22.462324,724.52,0.32896942,23.30986166,57.96,46.31788453,0.257728074,81.77,Normal,No
17.95558627,828.92,0.264545404,21.53356949,55.73,42.7846524,0.038991326,84.46,Normal,No
21.01062916,832.39,0.256534559,25.93888138,57.34,38.8144325,0,82.06,Normal,No
2.927465337,955.73,0.078470239,31.72936301,58.99,46.9783048,0.218393958,95.49,Normal,No
33.95445636,714.46,0.350378916,23.30884958,64.94,58.21371236,0.311272276,78.02,Normal,No
62.07098116,431.03,0.177025554,24.41139772,55.5,62.52581884,0.686345948,67.65,Normal,Yes
61.62493133,450.28,0.502822438,23.31117468,56.98,48.33140038,0.636648356,75.84,Overload,Yes
53.19097251,480.34,0.319660225,33.06733475,57.6,58.84582051,0.608709259,69.69,Overheating,Yes
24.0095668,783.39,0.057531076,28.81101239,52.1,38.25451395,0.27972952,86.27,Normal,No
18.64674915,870.1,0.328147129,22.12184691,60.13,40.37849373,0.096783097,87.09,Normal,No
25.51957575,762.68,0.289361278,28.7487859,64.87,39.35816534,0.129070647,86.77,Normal,No
10.09506357,879.05,0.196058947,25.56672919,58.91,42.55123082,0.123884462,95.08,Normal,No
12.04582865,861.63,0.164052296,22.82308262,61.13,25.56942495,0.115680091,92.51,Normal,No
33.51421982,674.44,0.435581544,43.61143846,54.86,76.36799156,0.482342152,59.19,Overheating,Yes
7.037754312,877.96,0.114752735,23.67303799,56.29,47.18191927,0.271740027,88.23,Normal,No
0,998.38,0.121237815,24.75158755,61.02,34.51669491,0.202071296,95.77,Mechanical_Vibration,Yes
8.746188473,956.4,0.132502245,21.65985437,59.39,41.30090081,0.140766488,100,Normal,No
47.0949846,441.37,0.157823035,22.02547091,70.85,58.30339845,0.53629334,69.1,Normal,Yes
43.28792841,628.48,0.355917795,34.62670076,67.83,55.50937909,0.121120961,67.58,Overload,Yes
9.459496875,950.34,0.133526268,23.5625017,58.33,44.48810329,0.110926511,92.7,Normal,No
0.200941537,979.61,0.117070712,24.78692166,57.77,40.63868669,0.141759517,100,Normal,No
39.35356331,628.22,0.304222843,33.45684455,61.72,57.96405934,0.366888315,73.52,Overload,Yes
3.852590908,961.55,0.320858466,26.18849331,58.47,47.08747932,0.186433226,100,Normal,No
64.79996147,401.22,0.360596956,23.6384347,71.39,42.41538634,0.455241798,82.53,Overload,Yes
32.77073257,711.57,0.281898527,22.66403086,66.48,57.17157265,0.343966857,78.04,Normal,No
13.34971711,810.49,0.238333569,24.10125858,56.16,35.43596631,0.369391967,89.3,Normal,No
25.70904965,766.36,0.137521963,29.55462544,61.49,47.90610108,0.244716486,93.69,Normal,No
63.75748859,354.25,0.868019158,46.55305292,58.75,85.41670287,0.945786826,48.16,Critical_Fault,Yes
11.02133028,893.13,0.148976737,29.10917924,53.48,40.66825388,0.061532961,88.1,Normal,No
16.6673124,804.15,0.274326399,26.34635231,61.27,51.73361545,0.348886435,89.35,Normal,No
65.24254828,417.48,0.242865915,26.94448297,46.87,55.83314378,0.471907321,71.46,Normal,No
26.84024728,773.22,0.572090176,42.38078979,45.59,77.14077933,0.405098639,66.61,Overheating,Yes
62.17091534,348.66,0.886997947,49.31618941,64.13,90.70420079,0.91199774,49.99,Critical_Fault,Yes
35.08155757,595.77,0.163803606,24.65404022,69.07,65.78147437,0.418136647,76.2,Normal,No
6.677309476,917.79,0.200583992,28.5547601,62.18,55.8921005,0.03126033,88.68,Normal,No
5.028010584,967.08,0.194223594,28.4036612,60.17,36.20721255,0.328698409,86.8,Normal,No
23.11082338,778.55,0.399119627,27.9868253,70.47,47.95393506,0.436857773,80.7,Normal,No
18.7325313,862.77,0.12565427,27.13383755,57.67,47.633843,0.236808754,86.16,Normal,No
23.89967889,792.61,0.197428219,21.10681438,62.58,44.9685354,0.204179539,87.81,Normal,No
49.0482761,548.29,0.546121395,35.45727084,49.27,76.99246732,0.135543853,73.81,Overload,Yes
18.2874216,830.21,0.192092271,19.73466157,53.73,52.35867741,0.064173737,89.49,Normal,No
4.272805079,901.72,0.061213815,22.59356643,58.16,57.13887619,0.110485472,94.07,Normal,No
7.817205875,913.98,0.176789089,26.59652359,63.2,38.36865157,0.1432009,89.59,Normal,No
28.81035896,754.32,0.08094273,20.42843913,59.95,51.15549707,0.224298684,92.17,Overheating,Yes
19.42390829,803.73,0.082390521,29.86258286,59.73,42.58211362,0.152486908,85.04,Normal,No
20.81236147,811.97,0.142063663,22.44401478,58.94,55.33647783,0.186808784,76.47,Normal,No
7.355006739,913.75,0.122941754,24.48486745,56.28,35.380212,0.03106183,89.23,Normal,No
33.54075261,623.42,0.412057907,26.96674643,48.01,46.92110815,0.267526737,85.28,Normal,No
30.96662374,685.42,0.297008235,30.38803247,53.72,53.54224486,0.296884979,82.73,Normal,No
4.006189772,972.35,0.065419397,33.15823677,53.49,32.64043117,0.136955167,100,Normal,No
71.08724912,262.87,0.917630159,43.62034413,52.21,101.3812089,0.89401203,35.72,Critical_Fault,Yes
20.70715502,783.49,0.045370912,27.73592947,56.91,54.89916136,0.23545564,100,Normal,No
15.10214703,811.36,0.130425001,25.96581196,64.88,51.04532316,0.036713954,88.78,Normal,No
38.29697967,661.77,0.174725231,27.41831356,52.04,64.26745343,0.477050804,65.1,Normal,Yes
0,999.85,0.111084966,22.34454274,53.5,31.31018344,0.132634156,100,Normal,No
76.01102218,298.02,0.749725453,43.50761607,73.8,109.4275402,0.913328192,35.25,Critical_Fault,Yes
8.784991402,973.3,0.279748449,20.61032053,54.46,38.63711344,0.147978743,88.53,Normal,No
87.08581614,125.89,0.579942365,46.2529458,36.19,76.23922273,1.138965459,44.59,Overheating,Yes
16.49620507,794.69,0.140544268,20.99271019,64.33,37.48180155,0.3143684,91.72,Normal,No
35.81640849,558.42,0.394006228,38.84727392,61.93,79.40947239,0.349163045,67.13,Overload,Yes
16.31185171,777.95,0.149349031,22.54958062,54.33,39.39258249,0.076515909,97.72,Normal,No
60.1046607,344.04,0.868528919,40.13849888,45.52,94.32296309,1.12899835,50.44,Critical_Fault,Yes
21.65387851,838.62,0.106296709,27.73337866,51.31,41.67822544,0.22595907,88.54,Overheating,Yes
7.313298349,931.5,0.298337505,28.91322367,55.28,32.97505292,0.058175665,100,Normal,No
94.7284181,68.28,0.748366424,49.02430841,35.43,107.8942447,0.878598582,38.18,Critical_Fault,Yes
0,914.35,0.240587247,23.96361928,52.19,54.26410457,0.340035963,87.19,Normal,No
29.58813428,656.18,0.417162472,22.7373833,53.37,49.32668653,0.34356088,90.74,Normal,No
30.77831911,727.72,0.360333787,31.90623549,54.55,44.89076367,0.097816136,84.8,Normal,No
8.64709645,925.03,0.16280661,26.77642733,60.44,37.80656555,0.252897988,85.68,Normal,No
31.45117889,679.64,0.426103909,24.80297901,47.75,64.39478694,0.219071031,71.78,Normal,No
2.889369434,993.66,0.200309478,22.57728214,50.84,47.15625009,0.15735701,92.22,Normal,No
19.76319122,867.77,0.344332389,37.36173793,38.14,79.68617084,0.277021524,63.55,Normal,Yes
2.195830146,969.19,0.107602813,32.94623424,52.43,55.60019157,0.100299714,89.06,Normal,No
13.94747921,863.33,0.23855356,27.44791259,58.02,35.92235657,0.029551127,91.39,Normal,No
72.24038767,285.26,0.799614249,46.49052306,46.94,107.2770368,1.089113404,40.7,Critical_Fault,Yes
54.80843854,547.64,0.388449193,35.652881,51.28,69.26384509,0.476449789,59.4,Overload,Yes
2.192574942,894.06,0.135760821,31.14757922,56.67,43.83081905,0.160900706,91.14,Normal,No
36.26289206,664.66,0.458398324,34.73385186,53.55,55.17858266,0.316767573,82.62,Overload,Yes
19.390791,801.52,0.287321049,28.07543902,61.12,52.50782674,0.351399697,88.73,Normal,No
3.547086905,987.18,0.124161474,27.44761994,56.76,50.13660769,0.190277281,92.71,Normal,No
2.030509784,953.4,0.282693722,27.16379949,53.06,38.00289642,0.223295958,91.56,Normal,No
5.204139877,945.99,0.308167301,30.90218485,64.36,42.82030048,0.211571281,89,Normal,No
15.97564232,868.74,0.195882615,24.00860123,56.7,33.03695748,0.161663278,92.07,Normal,No
13.4316408,990.18,0.28828984,22.85229379,59.95,49.2162507,0.274294502,86.68,Normal,No
88.71214476,145.16,0.813731452,47.09021943,68.49,108.9338661,0.983477551,39.79,Critical_Fault,Yes
79.30773761,173.04,0.585516008,48.54199224,35.97,88.35019471,1.089996028,49.34,Overheating,Yes
29.20496127,690.95,0.398785326,37.08676909,53.5,61.03964345,0.233363691,71.09,Overload,Yes
19.37634357,788.11,0.152282499,24.40722386,52.48,47.38096266,0.150091975,86.4,Normal,No
0,950.88,0.061042973,20.55426725,54.83,42.40516016,0.329328965,94.99,Normal,No
36.09963923,625.84,0.500889077,33.01143748,72.9,55.21407694,0.409198669,68.03,Overload,Yes
38.82131633,641.09,0.298480723,26.23785897,58.31,52.50277067,0.353368814,73.22,Normal,No
4.393071524,905.07,0.189386238,29.99304134,60.91,53.49658741,0.265797724,88.1,Normal,No
21.8739306,823.19,0.499228182,41.6175694,56.09,72.35241095,0.398429162,73.87,Normal,No
42.72109928,592.27,0.193080277,34.41679523,50.57,40.91582274,0.555470638,78.71,Normal,No
24.57306671,724.91,0.420455649,41.18028856,47.15,80.30849134,0.411738988,68.63,Overheating,Yes
29.35388145,700.82,0.386071497,21.94967963,56.87,53.60514028,0.451331387,83.03,Normal,No
39.68328723,667.08,0.419113705,31.22498556,47.14,61.23488027,0.357062263,72.53,Overload,Yes
8.854191254,940.85,0.169492857,24.09787146,51.12,31.12455044,0.345314325,91.71,Normal,No
17.83513462,822.02,0.468831559,44.74444834,37.17,72.1117153,0.153620607,77.23,Overheating,Yes
21.15926673,778.9,0.41477309,20.02283619,46.35,51.2601938,0.637899302,78.69,Normal,No
10.84643628,894.57,0.04269686,25.91172408,58.66,45.92894968,0.156971361,100,Normal,No
0.622945768,973.34,0.164661737,21.76051682,61.5,53.77234772,0.30581448,88.03,Normal,No
6.601001977,849.8,0.240027516,22.46533152,59.46,40.86097032,0.279217329,86.88,Normal,No
39.44871164,687.23,0.231673343,37.14927273,46.69,50.56227527,0.681016324,69.52,Normal,Yes
79.7413,208.76,0.702979969,44.9654224,72.6,98.05083606,0.822232598,45.55,Critical_Fault,Yes
1.99258906,995.99,0.313541614,21.85981739,59.05,29.51148321,0.271867791,91.05,Normal,No
14.158369,856.08,0.031917842,27.58329377,61.5,40.27986526,0.29659213,91.36,Normal,No
19.5395328,775.19,0.222300806,18.58807502,54.65,35.59475388,0.318853672,90.07,Normal,No
82.92630208,163.26,0.700121287,40.68120224,67.82,96.94131719,0.794469032,47.65,Critical_Fault,Yes
15.21242095,783.87,0.28111796,30.38499964,49.44,66.9223592,0.503052321,79.61,Normal,No
37.24834599,718.59,0.396102225,26.96186156,61.96,34.59097569,0.466284389,89.76,Overload,Yes
15.48195201,795.84,0.216853537,19.63134404,58.08,53.19769909,0.180552658,91.11,Overload,Yes
0,966.58,0.235173727,28.78247473,64.12,50.52102236,0.142034441,85.44,Normal,No
5.128963182,931.11,0.134442548,30.89148761,61.48,55.71789271,0.10933314,82.23,Normal,No
23.6123029,815.36,0.073791675,22.4519813,54.24,38.02931883,0.345879981,83.41,Normal,No
48.768036,512.93,0.464870501,25.52842811,69.06,52.05672763,0.620778498,69.77,Overload,Yes
52.96545682,420.93,0.246157774,27.66691802,67.69,53.42424519,0.611446432,66.15,Mechanical_Vibration,Yes
90.99735344,140.17,0.641154398,42.80924281,45,92.2829076,0.807002116,41.14,Critical_Fault,Yes
76.92400251,260.01,0.621017606,45.70588253,74.22,85.50271554,1.075922062,47.3,Critical_Fault,Yes
12.63373983,895.17,0.188669514,23.44313676,57.57,31.19094032,0.320267489,87.74,Normal,No
24.40293696,784.64,0.259444917,40.1350122,57.62,57.18041981,0.638716254,65.33,Normal,Yes
42.8574476,667.17,0.55042196,45.55333087,50.99,77.64932008,0.326114919,74.62,Overheating,Yes
56.63037958,521.13,0.153187599,36.34473639,59.42,42.84483193,0.517352331,79.3,Normal,No
19.19313863,780.56,0.089463334,28.94511718,58.37,30.35207275,0.376396605,81.06,Normal,No
13.76553997,927.28,0.197188784,30.23116479,54.57,34.76885138,0.06286929,92.77,Normal,No
21.03267276,804.99,0.150693244,22.5375679,52.49,34.78184819,0.280837339,81.78,Normal,No
96.57638326,54.16,0.819070763,42.18702157,74.56,92.42057374,1.068802267,33.86,Critical_Fault,Yes
18.98091667,742.47,0.281108794,35.27120173,52.05,47.87143512,0.026071644,90.76,Normal,No
18.67845694,806.38,0.099894125,26.66530045,59.09,39.6618232,0,97.29,Normal,No
21.90870564,748.42,0.457247059,34.99714871,55.82,56.01470974,0.260325406,84.82,Normal,No
41.62223526,616.89,0.359850665,29.02179574,60.38,61.89516014,0.394622088,74.84,Overload,Yes
15.604322,886.79,0.096093142,31.88575857,52.14,46.74206133,0.116334061,98.33,Normal,No
1.822054596,898.76,0.317312164,21.48447896,58.68,32.06041413,0.017428185,90.86,Normal,No
32.57186054,673.43,0.332908638,28.81984903,47.17,51.04139936,0.350705408,76.46,Normal,No
12.85744602,916.28,0.204134376,29.5861037,50.09,49.61421057,0.354060466,70.89,Normal,No
25.71328415,735.42,0.467880444,29.63700931,45.43,48.04038137,0.564089089,76.11,Overload,Yes
21.24625458,816.71,0.301597694,22.81225454,58.07,44.98019653,0.170888844,89.16,Normal,No
60.50466187,409.02,0.444329683,27.08856869,63.1,45.08573957,0.620941689,68.84,Overload,Yes
14.24664093,871.21,0.333033462,27.75605197,55.56,47.98376702,0.120969851,83.48,Normal,No
7.584740088,913.26,0.165632625,32.39386786,57.26,49.24254794,0.185527217,95.67,Normal,No
37.53367678,576.01,0.42012808,35.03190671,52.66,66.21825815,0.139174897,75.46,Overload,Yes
8.29387941,872.23,0.148643691,31.56126327,58.57,49.95148428,0.021656692,97.1,Normal,No
24.53741006,783.01,0.181371813,29.38865152,55.58,31.35755825,0.18199305,91.14,Normal,No
21.75783302,783.23,0.098023254,31.74769384,64.37,37.93877836,0.210005031,97.94,Normal,No
58.10595102,413.35,0.316833564,25.64424634,60.78,61.15512266,0.516264504,70.11,Overload,Yes
24.07443983,742.25,0.294370466,26.62094036,53.84,51.69717982,0.342900466,85.38,Normal,No
26.65924462,721.16,0.354693246,37.87934409,55.28,55.59179592,0.278955738,79.7,Normal,No
10.22764718,939.6,0.282262024,27.68188323,59.11,31.93525642,0.32040499,86.04,Normal,No
13.55902367,850.96,0.261133741,19.90209395,62.62,31.5409297,0.293434789,91.71,Normal,No
0.075741147,945.6,0.073219294,32.87351066,51.09,34.77355649,0.227879254,100,Mechanical_Vibration,Yes
16.5946071,863.8,0.117036418,24.63006298,53.58,35.8707247,0.172207163,87.68,Normal,No
4.620493345,945.64,0.129757739,24.75199317,64.65,52.70448268,0.325361569,88.18,Normal,No
1.825583462,982.99,0.067856264,23.47488963,57.59,44.56236568,0.381255618,92.33,Overload,Yes
15.42031323,910.08,0.191757411,25.03918162,50.91,47.27144168,0.043228619,94.19,Normal,No
23.09775777,768.25,0.466876242,42.92920759,45.64,80.01549627,0.263819449,77.33,Overheating,Yes
19.33673469,818.25,0.212454595,32.93482107,53.38,48.4124308,0.297343171,90.89,Normal,No
